group,identity,canonical_slug,canonical_url,decision,slug,title,doi,pmid,sitemap,noindex,current_canonical,is_canonical,redirect_required
44,10.1016/j.ajcnut.2024.12.002,plant-based-meat-cardiometabolic,https://nutreconciencia.com/articulos/plant-based-meat-cardiometabolic/,SITEMAP_CANONICAL,plant-based-meat-cardiometabolic,Plant-based meat alternatives and cardiometabolic health: a systematic review and meta-analysis,10.1016/j.ajcnut.2024.12.002,39653176,True,False,https://nutreconciencia.com/articulos/plant-based-meat-cardiometabolic/,True,False
45,10.1016/j.lanplh.2026.101502,plant-based-misinformation,https://nutreconciencia.com/articulos/plant-based-misinformation/,SITEMAP_CANONICAL,plant-based-misinformation,Plant-based misinformation as a barrier to dietary transition,10.1016/j.lanplh.2026.101502,42480578,True,False,https://nutreconciencia.com/articulos/plant-based-misinformation/,True,False
45,10.1016/j.lanplh.2026.101502,plant-based-misinformation,https://nutreconciencia.com/articulos/plant-based-misinformation/,SITEMAP_CANONICAL,plant-based-misinformation-as-a-barrier-to-dietary-transition,Plant-based misinformation as a barrier to dietary transition.,10.1016/j.lanplh.2026.101502,42480578,False,False,https://nutreconciencia.com/articulos/plant-based-misinformation-as-a-barrier-to-dietary-transition/,False,True
46,10.1007/s13668-025-00628-1,plant-protein-muscle,https://nutreconciencia.com/articulos/plant-protein-muscle/,SITEMAP_CANONICAL,plant-protein-muscle,The Impact of Plant-Based Proteins on Muscle Mass and Strength Performance: A Comprehensive Review,10.1007/s13668-025-00628-1,39982647,True,False,https://nutreconciencia.com/articulos/plant-protein-muscle/,True,False
46,10.1007/s13668-025-00628-1,plant-protein-muscle,https://nutreconciencia.com/articulos/plant-protein-muscle/,SITEMAP_CANONICAL,the-impact-of-plant-based-proteins-on-muscle-mass-and-strength-performance-a-comprehensive,Redirigiendo…,10.1007/s13668-025-00628-1,,False,True,https://nutreconciencia.com/articulos/the-impact-of-plant-based-proteins-on-muscle-mass-and-strength-performance-a-comprehensive-review/,False,True
46,10.1007/s13668-025-00628-1,plant-protein-muscle,https://nutreconciencia.com/articulos/plant-protein-muscle/,SITEMAP_CANONICAL,the-impact-of-plant-based-proteins-on-muscle-mass-and-strength-performance-a-comprehensive-review,The Impact of Plant-Based Proteins on Muscle Mass and Strength Performance: A Comprehensive Review,10.1007/s13668-025-00628-1,39982647,False,False,https://nutreconciencia.com/articulos/the-impact-of-plant-based-proteins-on-muscle-mass-and-strength-performance-a-comprehensive-review/,False,True
47,10.1007/s13668-026-00754-4,protein-paradox-protein-quality-based-on-amino-acids-composition-is-poorly-associated-with-health-ou,https://nutreconciencia.com/articulos/protein-paradox-protein-quality-based-on-amino-acids-composition-is-poorly-associated-with-health-ou/,MANUAL_DECISION,protein-paradox-protein-quality-based-on-amino-acids-composition-is-poorly-associated-with,Protein Paradox: Protein Quality Based on Amino Acids Composition is Poorly Associated with Health Outcomes.,10.1007/s13668-026-00754-4,42012753,False,False,https://nutreconciencia.com/articulos/protein-paradox-protein-quality-based-on-amino-acids-composition-is-poorly-associated-with/,False,True
47,10.1007/s13668-026-00754-4,protein-paradox-protein-quality-based-on-amino-acids-composition-is-poorly-associated-with-health-ou,https://nutreconciencia.com/articulos/protein-paradox-protein-quality-based-on-amino-acids-composition-is-poorly-associated-with-health-ou/,MANUAL_DECISION,protein-paradox-protein-quality-based-on-amino-acids-composition-is-poorly-associated-with-health-ou,Protein Paradox: Protein Quality Based on Amino Acids Composition is Poorly Associated with Health Outcomes | Miguel López Moreno,10.1007/s13668-026-00754-4,42012753,False,False,https://nutreconciencia.com/articulos/protein-paradox-protein-quality-based-on-amino-acids-composition-is-poorly-associated-with-health-ou/,True,False
48,10.3390/antiox12061291,red-quinoa-hypertensive-rats,https://nutreconciencia.com/articulos/red-quinoa-hypertensive-rats/,SITEMAP_CANONICAL,red-quinoa-hydrolysates-with-antioxidant-properties-improve-cardiovascular-health-in-spont,Redirigiendo…,10.3390/antiox12061291,,False,True,https://nutreconciencia.com/articulos/red-quinoa-hydrolysates-with-antioxidant-properties-improve-cardiovascular-health-in-spontaneously-h/,False,True
48,10.3390/antiox12061291,red-quinoa-hypertensive-rats,https://nutreconciencia.com/articulos/red-quinoa-hypertensive-rats/,SITEMAP_CANONICAL,red-quinoa-hydrolysates-with-antioxidant-properties-improve-cardiovascular-health-in-spontaneously-h,Red Quinoa Hydrolysates with Antioxidant Properties Improve Cardiovascular Health in Spontaneously Hypertensive Rats.,10.3390/antiox12061291,37372021,False,False,https://nutreconciencia.com/articulos/red-quinoa-hydrolysates-with-antioxidant-properties-improve-cardiovascular-health-in-spontaneously-h/,False,True
48,10.3390/antiox12061291,red-quinoa-hypertensive-rats,https://nutreconciencia.com/articulos/red-quinoa-hypertensive-rats/,SITEMAP_CANONICAL,red-quinoa-hypertensive-rats,Red Quinoa Hydrolysates with Antioxidant Properties Improve Cardiovascular Health in Spontaneously Hypertensive Rats,10.3390/antiox12061291,37372021,True,False,https://nutreconciencia.com/articulos/red-quinoa-hypertensive-rats/,True,False
49,10.3390/md24070229,salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanisms-and-fun,https://nutreconciencia.com/articulos/salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanisms-and-fun/,NON_NOINDEX_CANONICAL,salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanis,Redirigiendo…,10.3390/md24070229,,False,True,https://nutreconciencia.com/articulos/salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanisms-and-fun/,False,True
49,10.3390/md24070229,salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanisms-and-fun,https://nutreconciencia.com/articulos/salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanisms-and-fun/,NON_NOINDEX_CANONICAL,salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanisms-and-fun,"Salicornia europaea L. as a Marine Bioactive Resource: Phytochemical Profile, Health Mechanisms, and Functional Applications in Precision Nutrition",10.3390/md24070229,42505969,False,False,https://nutreconciencia.com/articulos/salicornia-europaea-l-as-a-marine-bioactive-resource-phytochemical-profile-health-mechanisms-and-fun/,True,False
50,10.1007/s13668-025-00704-6,ultra-processed-plant-foods,https://nutreconciencia.com/articulos/ultra-processed-plant-foods/,SITEMAP_CANONICAL,ultra-processed-plant-foods,Ultra-processed Plant Foods: Are They Worse than their Unprocessed Animal-Based Counterparts?,10.1007/s13668-025-00704-6,41129036,True,False,https://nutreconciencia.com/articulos/ultra-processed-plant-foods/,True,False
50,10.1007/s13668-025-00704-6,ultra-processed-plant-foods,https://nutreconciencia.com/articulos/ultra-processed-plant-foods/,SITEMAP_CANONICAL,ultra-processed-plant-foods-are-they-worse-than-their-unprocessed-animal-based-counterpart,Ultra-processed Plant Foods: Are They Worse than their Unprocessed Animal-Based Counterparts?,10.1007/s13668-025-00704-6,41129036,False,False,https://nutreconciencia.com/articulos/ultra-processed-plant-foods-are-they-worse-than-their-unprocessed-animal-based-counterpart/,False,True
50,10.1007/s13668-025-00704-6,ultra-processed-plant-foods,https://nutreconciencia.com/articulos/ultra-processed-plant-foods/,SITEMAP_CANONICAL,ultra-processed-plant-foods-are-they-worse-than-their-unprocessed-animal-based-counterparts,Ultra-processed Plant Foods: Are They Worse than their Unprocessed Animal-Based Counterparts? | Miguel López Moreno,10.1007/s13668-025-00704-6,,False,False,https://nutreconciencia.com/articulos/ultra-processed-plant-foods-are-they-worse-than-their-unprocessed-animal-based-counterparts/,False,True
51,10.3390/nu16203492,validation-of-the-modified-yale-food-addiction-scale-20-myfas-20-in-spanish-university-students,https://nutreconciencia.com/articulos/validation-of-the-modified-yale-food-addiction-scale-20-myfas-20-in-spanish-university-students/,MANUAL_DECISION,validation-of-the-modified-yale-food-addiction-scale-2-0-myfas-2-0-in-spanish-university-s,Validation of the Modified Yale Food Addiction Scale 2.0 (mYFAS 2.0) in Spanish University Students,10.3390/nu16203492,39458488,False,False,https://nutreconciencia.com/articulos/validation-of-the-modified-yale-food-addiction-scale-2-0-myfas-2-0-in-spanish-university-s/,False,True
51,10.3390/nu16203492,validation-of-the-modified-yale-food-addiction-scale-20-myfas-20-in-spanish-university-students,https://nutreconciencia.com/articulos/validation-of-the-modified-yale-food-addiction-scale-20-myfas-20-in-spanish-university-students/,MANUAL_DECISION,validation-of-the-modified-yale-food-addiction-scale-20-myfas-20-in-spanish-university-students,Validation of the Modified Yale Food Addiction Scale 2.0 (mYFAS 2.0) in Spanish University Students | Miguel López Moreno,10.3390/nu16203492,39458488,False,False,https://nutreconciencia.com/articulos/validation-of-the-modified-yale-food-addiction-scale-20-myfas-20-in-spanish-university-students/,True,False
